dialog_id,speaker,text,action
E103_C,PLAYER,这样吧，你们各退一步。{A}换个时段，{B}降点价。,
E103_C,NARRATOR,两人虽然都不太满意，但总算勉强接受了。,
E103_C,SELF,（勉强）...好吧。,SELF:affinity:PLAYER:20
E103_C,OTHER,（不情愿）算你公道...,OTHER:affinity:PLAYER:20
E104_INTRO,NARRATOR,瓦舍门口，一个老者抱着琴盒无助地坐在台阶上。,
E104_INTRO,SELF,三十年了...说辞就辞，连遣散费都没有...,
E104_INTRO,NARRATOR,他是{A}，瓦舍的老琴师。被辞退后，老无所依。,
E104_INTRO,OTHER,（从里面走出）老家伙，还不走？碍眼！,
E104_INTRO,NARRATOR,瓦舍老板{B}，恰好也是你的债主。,SHOW_CHOICE
E104_A,PLAYER,老先生，我这里正缺一位琴师。,PLAYER:Money:-400
E104_A,SELF,（老泪纵横）多谢恩公...多谢恩公！,SELF:is_follower:True;SELF:emotion:GRATEFUL
E104_A,OTHER,（阴阳怪气）呦，当冤大头呢？,OTHER:affinity:PLAYER:-20
E104_B,PLAYER,（对{A}摇头）这是人家的家务事，我不好插手。,
E104_B,SELF,（绝望地低下头）...是啊，谁会管一个老家伙呢。,SELF:emotion:DESPAIR;SELF:eco_status:POOR
E104_B,OTHER,（满意地点头）还是你识大体。改天那笔账的事，好商量。,OTHER:affinity:PLAYER:30
E104_C,PLAYER,（上前一步）三十年的老员工，就这么扫地出门？,
E104_C,OTHER,你管得着吗？,
E104_C,PLAYER,你不给遣散费，我就让全汴京都知道你是怎么对待老员工的。,
E104_C,NARRATOR,在你的施压下，{A}拿到了应有的补偿。但{B}的脸色，阴沉得可怕...,SELF:money:100;SELF:emotion:HAPPY;OTHER:affinity:PLAYER:-60
E105_INTRO,NARRATOR,街角传来女人的哭声。,
E105_INTRO,SELF,求求你们...再宽限几天...,
E105_INTRO,OTHER,（狞笑）宽限？利滚利，你还得起吗？,
E105_INTRO,OTHER,把你女儿带走抵债！,
E105_INTRO,NARRATOR,妇人{A}借了高利贷买首饰，如今利滚利，债主{B}要卖她女儿抵债。,
E105_INTRO,SELF,不要！不要带走我的女儿！,SHOW_CHOICE
E105_A,PLAYER,欠多少？我替她还！,
E105_A,OTHER,（看了看你）六百两。,
E105_A,PLAYER,（掏钱）拿着，滚！,PLAYER:Money:-600
E105_A,SELF,（跪地叩首）恩公大德！恩公大德！,SELF:safety:NORMAL;SELF:emotion:GRATEFUL;SELF:affinity:PLAYER:80
E105_B,PLAYER,（低声）这女儿...卖给我如何？,
E105_B,OTHER,（眼睛一亮）大人好眼光！二百两！,PLAYER:Money:-200
E105_B,SELF,（绝望）大人...您...,SELF:emotion:DESPAIR;SELF:family:BROKEN
E105_B,NARRATOR,你买下了她的女儿。至于是救她还是害她...只有天知道。,
E105_C,PLAYER,放开她！,
E105_C,OTHER,又来一个多管闲事的？,
E105_C,NARRATOR,你唤出打手，将债主一顿暴打。,SELF:safety:NORMAL
E105_C,OTHER,（被打翻在地）好...好...你给我记住！,OTHER:affinity:PLAYER:-100;OTHER:tags:ENEMY
E105_C,NARRATOR,你虽然救了人，但也结下了死仇。,PLAYER:safety:DANGER
E106_INTRO,NARRATOR,铁匠铺里，一个少年正在被师傅责骂。,
E106_INTRO,OTHER,三年了！连一根铁钉都打不好！,
E106_INTRO,SELF,师傅...我日夜苦练...,
E106_INTRO,OTHER,还敢顶嘴？这个月工钱全扣！,
E106_INTRO,NARRATOR,学徒{A}入行三年，师傅{B}以「学艺」为由分文不给。{B}是你的老熟人。,SHOW_CHOICE
E106_A,PLAYER,（上前）老张，这就是你的待徒之道？,
E106_A,OTHER,你管得着吗？这是我的徒弟！,
E106_A,PLAYER,徒弟也是人！三年不给工钱，传出去你还要不要做人？,
E106_A,NARRATOR,在你的施压下，{A}终于拿到了应得的报酬。但你和{B}的关系...,SELF:emotion:HAPPY;SELF:affinity:PLAYER:60;OTHER:affinity:PLAYER:-80
E106_B,PLAYER,（摇头）老张的规矩一向如此，年轻人要多磨练。,
E106_B,SELF,（低下头）...是。,SELF:emotion:DEPRESSED;SELF:tags:SLAVE_MIND
E106_B,OTHER,（满意）还是老兄弟明白事理！,OTHER:affinity:PLAYER:30
E106_C,PLAYER,（悄声对{A}）想不想跟我走？我给你工钱。,PLAYER:Money:-100
E106_C,SELF,（眼睛一亮）真的吗？,
E106_C,NARRATOR,你趁{B}不注意，将{A}带走了。,SELF:is_follower:True;SELF:affinity:PLAYER:40
E106_C,NARRATOR,事后{B}得知真相，勃然大怒...,OTHER:affinity:PLAYER:-100;OTHER:tags:ENEMY
E107_INTRO,NARRATOR,街上围满了人，一个寡妇正在哭诉。,
E107_INTRO,OTHER,就是他的假药害死了我儿子！求各位为我主持公道！,
E107_INTRO,NARRATOR,郎中{A}面色苍白，他曾经救过你的命。,
E107_INTRO,SELF,我...我不知道药有问题...,
E107_INTRO,NARRATOR,寡妇{B}是你已故恩师的遗孀，正跪在地上向你求救。,SHOW_CHOICE
E107_A,PLAYER,（沉默片刻）...药确实是他卖的，但人是病死的，与他无关。,
E107_A,OTHER,（绝望）你...你也要帮他说话？,OTHER:emotion:DESPAIR;OTHER:affinity:PLAYER:-100
E107_A,SELF,（感激地看你一眼）多谢...多谢...,SELF:affinity:PLAYER:50
E107_A,NARRATOR,你帮恩人脱了罪，但师母的眼神，像刀一样刺痛你的心。,PLAYER:Fame:-200;PLAYER:AddTag:ACCOMPLICE
E107_B,PLAYER,（深吸一口气）师母，我会为你主持公道。,
E107_B,SELF,你...你要背叛我？我可是救过你的命！,
E107_B,PLAYER,人命关天，恩情也无法抵消罪过。,
E107_B,NARRATOR,你作证揭发，{A}被押入大牢。他临走前恨恨地看了你一眼...,SELF:freedom:PRISON;SELF:affinity:PLAYER:-100;OTHER:emotion:HAPPY
E107_C,PLAYER,这样吧，{A}出钱赔偿丧葬费，此事私了。,PLAYER:Money:-300
E107_C,SELF,（咬牙）...好。,SELF:affinity:PLAYER:-30;SELF:eco_status:POOR
E107_C,OTHER,（不甘心）可是我儿子...,OTHER:emotion:SAD
E107_C,NARRATOR,你用钱平息了事端，但双方都不满意。,
E108_INTRO,NARRATOR,码头边，一个脚夫正在发抖。,
E108_INTRO,SELF,我...我怎么就签了卖身契...,
E108_INTRO,OTHER,（冷笑）白纸黑字，按了手印，想赖账？,
E108_INTRO,NARRATOR,{A}不识字，被骗签了卖身契。行骗者{B}背后是本城最大的人牙子。,SHOW_CHOICE
E108_A,PLAYER,（一把夺过契约）这契约无效！,
E108_A,OTHER,你敢？！你知道我背后是谁吗？,
E108_A,PLAYER,管你背后是谁，不义之财我必管！,
E108_A,NARRATOR,你当众撕毁契约。{A}自由了，但你也上了人牙子的黑名单...,SELF:freedom:FULL;SELF:affinity:PLAYER:80;OTHER:affinity:PLAYER:-100;PLAYER:safety:DANGER
E108_B,PLAYER,（低声）这人...我买了。多少钱？,PLAYER:Money:-300
E108_B,OTHER,（眼睛一转）三百两！,
E108_B,NARRATOR,你买下了{A}的卖身契。至少他不会落入更坏的人手中。,SELF:is_follower:True;SELF:freedom:SERVANT;OTHER:affinity:PLAYER:20
E108_C,NARRATOR,你看了一眼这场闹剧，转身离去。,
E108_C,SELF,（绝望地喊）大人！救救我！大人！,SELF:freedom:SLAVE;SELF:emotion:DESPAIR;SELF:affinity:PLAYER:-50
E108_C,NARRATOR,身后的哭喊声渐渐远去...,PLAYER:Fame:-100
E109_INTRO,NARRATOR,赌坊门口，一个男人正在哀求。,
E109_INTRO,SELF,再给我一次机会...一次就好...,
E109_INTRO,OTHER,你已经输光了！把你儿女带来抵债！,
E109_INTRO,NARRATOR,赌徒{A}输光了家产，赌坊老板{B}要他卖儿卖女。,
E109_INTRO,SELF,（看到你）恩公！求您救我一命！,SHOW_CHOICE
E109_A,PLAYER,欠多少？,
E109_A,OTHER,五百两！,
E109_A,PLAYER,（掏钱）给他还了。,PLAYER:Money:-500
E109_A,SELF,（感激涕零）多谢恩公！多谢恩公！,SELF:emotion:HAPPY;SELF:affinity:PLAYER:30
E109_A,NARRATOR,但你知道，这种人十有八九还会再赌...,SELF:tags:ADDICTED
E109_B,PLAYER,（看向打手）砸了这个黑店！,
E109_B,NARRATOR,你带人将赌坊砸了个稀烂。,SELF:safety:NORMAL
E109_B,OTHER,（被打翻在地）好...好...你等着！,OTHER:affinity:PLAYER:-100;OTHER:tags:ENEMY;PLAYER:safety:DANGER
E109_C,PLAYER,你的孩子...我买了。,PLAYER:Money:-200
E109_C,SELF,（痛哭）我的孩子...,SELF:family:BROKEN;SELF:emotion:SAD
E109_C,NARRATOR,你买下了孩子，至少能保证他们不会落入更坏的人手中。,
E201_INTRO,NARRATOR,媒婆的吆喝声回荡在街头。,
E201_INTRO,SELF,求您了...三日之内我一定凑齐聘礼！,
E201_INTRO,OTHER,（冷笑）三日？你拿什么凑？,
E201_INTRO,NARRATOR,穷书生{A}凑不齐聘礼，女方父亲{B}扬言退婚另嫁。,
E201_INTRO,SELF,（走向你）恩公...您能借我八百两吗？实在不行...我愿卖身为奴！,SHOW_CHOICE
E201_A,PLAYER,（叹气）拿去吧，不用还了。,PLAYER:Money:-800
E201_A,SELF,（跪地叩首）恩公大恩！小人来世做牛做马报答！,SELF:emotion:GRATEFUL;SELF:affinity:PLAYER:80
E201_A,OTHER,（惊讶）哦？倒是有人肯帮你。,OTHER:affinity:PLAYER:30
E201_B,PLAYER,（对{A}摇头）这桩婚事...怕是不成的。,
E201_B,SELF,可是...我们已经定亲了...,
E201_B,PLAYER,你没钱，她父亲不会答应的。长痛不如短痛。,
E201_B,NARRATOR,在你的劝说下，{A}放弃了这门亲事。,SELF:emotion:DESPAIR;SELF:tags:HEARTBROKEN
E201_B,OTHER,（满意）总算有个明白人。,OTHER:affinity:PLAYER:50
E201_C,PLAYER,我这里有条路子...高利贷。,
E201_C,SELF,高利贷？,
E201_C,PLAYER,利息高，但能救急。你自己考虑。,PLAYER:Money:200
E201_C,NARRATOR,{A}借了高利贷，娶到了心上人。但驴打滚的债务...终将把他压垮。,SELF:safety:DANGER;SELF:affinity:PLAYER:-30
E202_INTRO,NARRATOR,后院的角落里，一个男人蹲在地上，神色复杂。,
E202_INTRO,SELF,（苦笑）又被罚跪了...,
E202_INTRO,NARRATOR,他是{A}，入赘到豪门，却被当狗一样使唤。,
E202_INTRO,SELF,（低声）其实...我手里有岳父的把柄。,
E202_INTRO,PLAYER,什么把柄？,
E202_INTRO,SELF,他暗中贪污的账本...我能让他身败名裂！,SHOW_CHOICE
E202_A,PLAYER,贪官污吏，人人得而诛之。我帮你。,
E202_A,NARRATOR,你协助{A}将证据呈交官府。,
E202_A,SELF,（大笑）哈哈哈！看他还怎么欺负我！,SELF:emotion:HAPPY;SELF:eco_status:RICH
E202_A,NARRATOR,岳父{B}锒铛入狱，{A}翻身做主。,OTHER:freedom:PRISON;OTHER:affinity:PLAYER:-100
E202_B,PLAYER,算了吧，得饶人处且饶人。,
E202_B,SELF,（低下头）...是啊，我又能怎样呢。,SELF:emotion:DEPRESSED;SELF:tags:COWARD
E202_B,NARRATOR,他选择了隐忍，继续过着被践踏的日子。,OTHER:affinity:PLAYER:20
E202_C,PLAYER,（眼珠一转）这账本...或许可以换点好处。,
E202_C,NARRATOR,你两边敲诈，从赘婿那里拿到账本副本，又从岳父那里收取封口费。,PLAYER:Money:500
E202_C,SELF,（警觉）你...你要干什么？,SELF:affinity:PLAYER:-50
E202_C,OTHER,（阴沉）你最好把嘴闭紧...,OTHER:affinity:PLAYER:-80
E203_INTRO,NARRATOR,隔壁传来激烈的争吵声。,
E203_INTRO,SELF,你疯了！把家里的钱都给了你弟弟！,
E203_INTRO,OTHER,那是我弟弟！你敢动他一根手指，我就跟你拼命！,
E203_INTRO,NARRATOR,丈夫{A}和妻弟{B}为了钱大打出手。你是他们的邻居兼债主。,SHOW_CHOICE
E203_A,PLAYER,（指着{B}）你妹妹再怎么帮你，也不能害得人家倾家荡产！,
E203_A,SELF,（感激）多谢您主持公道！,SELF:emotion:ANGRY;SELF:affinity:PLAYER:30
E203_A,OTHER,（怒目而视）你管得着吗？,OTHER:affinity:PLAYER:-80
E203_B,PLAYER,（摇头）亲情为大，这种事外人不好说。,
E203_B,SELF,（绝望）连你也...,SELF:emotion:SAD;SELF:affinity:PLAYER:-50
E203_B,OTHER,（得意）听到没？识相点！,OTHER:affinity:PLAYER:30
E203_C,PLAYER,先别吵。你们还欠我三百两，什么时候还？,PLAYER:Money:300
E203_C,NARRATOR,两人都愣住了。,
E203_C,SELF,（苦涩）...我去想办法。,SELF:affinity:PLAYER:-30
E203_C,OTHER,（恼怒）真是趁火打劫！,OTHER:affinity:PLAYER:-30;OTHER:eco_status:POOR
E204_INTRO,NARRATOR,诗会散场，一个女子蹲在角落啜泣。,
E204_INTRO,SELF,首饰不见了...那可是价值千金的传家宝...,
E204_INTRO,NARRATOR,她是{A}，借首饰参加诗会，却不慎弄丢。,
E204_INTRO,OTHER,（怒气冲冲）我的首饰呢！你赔得起吗！,
E204_INTRO,NARRATOR,首饰主人{B}是你的生意伙伴，价值千金。,SHOW_CHOICE
E204_A,PLAYER,这钱我来出。,PLAYER:Money:-500
E204_A,SELF,（感激涕零）恩公大德！,SELF:emotion:GRATEFUL;SELF:affinity:PLAYER:80
E204_A,OTHER,算你识相。,OTHER:affinity:PLAYER:20
E204_B,PLAYER,赔不起就卖身抵债，这是规矩。,
E204_B,SELF,（绝望）我...我愿意...,SELF:freedom:SLAVE;SELF:emotion:DESPAIR
E204_B,OTHER,（满意）这还差不多。,OTHER:affinity:PLAYER:30
E204_C,PLAYER,我派人去找找，也许还能找回来。,PLAYER:Money:-200
E204_C,NARRATOR,你花钱找人，最终在当铺寻回了首饰。,
E204_C,SELF,太好了！,SELF:emotion:HAPPY
E204_C,OTHER,（疑惑）怎么会在当铺...,OTHER:affinity:PLAYER:-50
E205_INTRO,NARRATOR,富家小姐{A}跪在你面前，泪流满面。,
E205_INTRO,SELF,求您救救我...我不想嫁给那个纨绔！,
E205_INTRO,NARRATOR,太尉之子{B}是出了名的败家子，但得罪太尉后果严重。,
E205_INTRO,SELF,我心里有人了...是个穷书生...,SHOW_CHOICE
E205_A,PLAYER,跟我走，我送你们出城。,
E205_A,NARRATOR,你冒着风险，协助两人私奔。,SELF:emotion:HAPPY;SELF:family:ISOLATED
E205_A,NARRATOR,太尉震怒，扬言要让你好看...,OTHER:affinity:PLAYER:-100;PLAYER:safety:DANGER
E205_B,PLAYER,认命吧，太尉府得罪不起。,
E205_B,SELF,（绝望）...是。,SELF:emotion:DESPAIR;SELF:affinity:PLAYER:-60
E205_B,OTHER,（得意）识时务者为俊杰。,OTHER:affinity:PLAYER:30
E205_C,PLAYER,太尉之子的丑闻...我这里有些。,
E205_C,NARRATOR,你让文人帮忙，将纨绔的恶行公之于众。,
E205_C,SELF,（喜极而泣）谢谢您！,SELF:emotion:HAPPY
E205_C,NARRATOR,纨绔被家法处置，但太尉记住了你...,OTHER:freedom:PRISON;PLAYER:safety:DANGER
E206_INTRO,NARRATOR,新科状元府前，一个妇人跪在门口。,
E206_INTRO,OTHER,（哭诉）他当年穷得揭不开锅，是我卖嫁妆供他读书！,
E206_INTRO,NARRATOR,{A}是新科状元，要休掉糟糠之妻{B}。,
E206_INTRO,SELF,（冷漠）过去的事就让它过去吧。,
E206_INTRO,NARRATOR,{A}曾是你资助的穷书生，{B}是你的远房表妹。,SHOW_CHOICE
E206_A,PLAYER,陈世美的故事，该让天下人都知道。,
E206_A,NARRATOR,你写文揭露，状元郎的丑行传遍汴京。,SELF:soc_status:LOW;SELF:tags:HYPOCRITE
E206_A,SELF,（恨恨地）你毁了我的前程！,SELF:affinity:PLAYER:-100
E206_A,OTHER,（感激）表哥...谢谢你为我出头...,OTHER:emotion:HAPPY;OTHER:affinity:PLAYER:50
E206_B,PLAYER,（收下银票）这事我不知道。,PLAYER:Money:800
E206_B,SELF,（满意）识时务。,SELF:affinity:PLAYER:30
E206_B,OTHER,（绝望）表哥...你也...,OTHER:emotion:DESPAIR;OTHER:affinity:PLAYER:-100
E206_B,NARRATOR,你收了好处，选择沉默。表妹被扫地出门...,PLAYER:AddTag:CORRUPT
E206_C,PLAYER,你们都冷静一下，这事可以商量。,
E206_C,NARRATOR,在你的调解下，两人勉强复合。,
E206_C,SELF,（不情愿）...好吧。,SELF:affinity:PLAYER:-20;SELF:emotion:ANGRY
E206_C,OTHER,（苦涩）...谢谢表哥。,OTHER:emotion:SAD;OTHER:affinity:PLAYER:20
E207_INTRO,NARRATOR,后院传来虚弱的咳嗽声。,
E207_INTRO,SELF,婆婆...我真的生不动了...,
E207_INTRO,OTHER,生不出儿子，你就没用！继续生！,
E207_INTRO,NARRATOR,媳妇{A}被婆婆{B}逼迫连续生育，身体已垮。,
E207_INTRO,NARRATOR,{B}是你母亲的故交，曾照顾过你的童年。,SHOW_CHOICE
E207_A,PLAYER,伯母，这样下去她会死的。我带她去看病。,
E207_A,OTHER,你管得着吗？这是我们家的事！,OTHER:affinity:PLAYER:-100
E207_A,NARRATOR,你不顾阻拦，强行将{A}带走治疗。,SELF:hp:NORMAL;SELF:emotion:GRATEFUL;SELF:affinity:PLAYER:80
E207_B,PLAYER,伯母说得对，传宗接代是大事。,
E207_B,SELF,（绝望地闭上眼睛）...,SELF:hp:POOR;SELF:emotion:DESPAIR;SELF:affinity:PLAYER:-50
E207_B,OTHER,还是你懂事。,OTHER:affinity:PLAYER:30
E207_C,PLAYER,我出钱请最好的大夫来调理。,PLAYER:Money:-300
E207_C,NARRATOR,你花钱请来名医，为{A}调养身体。,SELF:hp:ENOUGH;SELF:affinity:PLAYER:30
E207_C,OTHER,（不满）多管闲事...,OTHER:affinity:PLAYER:-20
E208_INTRO,NARRATOR,茶楼里，众人议论纷纷。,
E208_INTRO,NARRATOR,知名侠客{A}被传与书童{B}关系暧昧。,
E208_INTRO,SELF,（愤怒）那些都是谣言！,
E208_INTRO,NARRATOR,其实{B}是女扮男装的官家千金，但揭露身份会害了她。,
E208_INTRO,NARRATOR,{A}是你的救命恩人，正遭到江湖围攻。,SHOW_CHOICE
E208_A,PLAYER,各位稍安勿躁，我来揭开真相。,
E208_A,NARRATOR,你当众揭露{B}的女儿身，流言不攻自破。,
E208_A,SELF,（复杂）你...,SELF:emotion:ANGRY;SELF:affinity:PLAYER:-30
E208_A,OTHER,（惊恐）完了...我的身份暴露了...,OTHER:safety:DANGER;OTHER:family:ISOLATED
E208_B,PLAYER,他是我的恩人，我相信他的人品！,
E208_B,NARRATOR,你力挺恩人，不惧流言蜚语。,SELF:emotion:HAPPY;SELF:affinity:PLAYER:80
E208_B,NARRATOR,众人虽然将信将疑，但你的声誉也受到了影响...,PLAYER:Fame:-150;PLAYER:AddTag:LOYAL
E208_C,NARRATOR,你默默站在人群中，不发一言。,
E208_C,SELF,（失望地看你一眼）...,SELF:emotion:SAD;SELF:affinity:PLAYER:-40
E208_C,NARRATOR,恩人独自承受流言，你选择了明哲保身。,PLAYER:Fame:-30
E301_INTRO,NARRATOR,马车急停，一个老人倒在车轮旁哀嚎。,
E301_INTRO,SELF,哎呦！我的腿！撞断了！,
E301_INTRO,OTHER,我明明没碰到你！,
E301_INTRO,NARRATOR,围观群众越来越多，{A}是老人，{B}是你的债主。,SHOW_CHOICE
E301_A,PLAYER,先送老人家去看看大夫。,PLAYER:Money:-300
E301_A,SELF,好人啊...,SELF:emotion:HAPPY;SELF:affinity:PLAYER:50
E301_A,OTHER,（不满）冤枉钱...,OTHER:affinity:PLAYER:-50
E301_B,PLAYER,这马车离老人还有三尺远，怎么可能撞到？,
E301_B,SELF,（怒目）你...你帮着他说话？,SELF:emotion:ANGRY;SELF:affinity:PLAYER:-80
E301_B,OTHER,（感激）多谢仗义执言！,OTHER:affinity:PLAYER:50
E301_C,PLAYER,（让随从的医生上前检查）我这位朋友懂医术。,
E301_C,NARRATOR,医生检查后宣布老人的腿本来就是断的，根本不是新伤。,
E301_C,SELF,（面如死灰）...,SELF:tags:LIAR;SELF:emotion:DESPAIR;SELF:affinity:PLAYER:-100
E302_INTRO,NARRATOR,城门口，一个衣衫褴褛的外乡人被众人围堵。,
E302_INTRO,OTHER,就是他！江洋大盗！抓住他！,
E302_INTRO,SELF,冤枉！我只是来做生意的！,
E302_INTRO,NARRATOR,造谣者{B}是本地富商，你的重要客户。外乡人{A}已走投无路。,SHOW_CHOICE
E302_A,PLAYER,且慢！这人我认识，跟我走。,
E302_A,SELF,（感激）恩公救命！,SELF:safety:NORMAL;SELF:is_follower:True;SELF:affinity:PLAYER:80
E302_A,OTHER,（阴沉）你要跟我作对？,OTHER:affinity:PLAYER:-80
E302_B,PLAYER,大盗？那还等什么，打出去！,
E302_B,SELF,（绝望）不是的...我不是...,SELF:safety:EXILE;SELF:emotion:DESPAIR;SELF:affinity:PLAYER:-100
E302_B,OTHER,（满意）还是你识大体。,OTHER:affinity:PLAYER:40
E302_C,PLAYER,慢着，让我查查看。,
E302_C,NARRATOR,"你让文人帮忙调查，发现所谓的""通缉令""是伪造的。",
