CHECK_PASS,ANY,,,10,BUILDING,GATEHOUSE,ITEM:路引:1,60,办理路引
JAIL_GUARD,GUARD,,,,BUILDING,JAIL,ITEM:铜钱:8,400,看守囚犯
JAIL_VISIT,ANY,,,20,BUILDING,JAIL,ACTION:VISIT_PRISONER,100,探监
TRAIN_SOLDIER,GUARD,,,,BUILDING,BARRACKS,STAT:COMBAT_EXP,300,操练武艺
TRAIN_PLAYER,PLAYER,,,,BUILDING,BARRACKS,STAT:COMBAT_EXP,300,习武练功
STORE_WEAPON,GUARD,,铁剑:1,,BUILDING,ARMORY,STAT:ARMORY_STORED,80,入库军械
DRAW_WEAPON,GUARD,,,,BUILDING,ARMORY,ITEM:朴刀:1,100,领取兵器
PAWN_SILK,ANY,,丝绸:1,,BUILDING,PAWNSHOP,ITEM:铜钱:20,60,典当丝绸
PAWN_JADE,ANY,,玉器:1,,BUILDING,PAWNSHOP,ITEM:铜钱:35,60,典当玉器
PAWN_JEWELRY,ANY,,首饰:1,,BUILDING,PAWNSHOP,ITEM:铜钱:25,60,典当首饰
PAWN_WEAPON,ANY,,铁剑:1,,BUILDING,PAWNSHOP,ITEM:铜钱:40,60,典当兵器
WORK_PAWNSHOP,MERCHANT,,,,BUILDING,PAWNSHOP,ITEM:铜钱:12,250,经营当铺
BUY_GRAIN,ANY,,,8,BUILDING,GRAIN_SHOP,ITEM:谷物:1,40,买粮
SELL_GRAIN,ANY,,小麦:2,,BUILDING,GRAIN_SHOP,ITEM:铜钱:5,40,卖粮
WORK_GRAINSHOP,MERCHANT,,,,BUILDING,GRAIN_SHOP,ITEM:铜钱:10,200,经营粮铺
DRINK_TEA,ANY,,,5,BUILDING,TEAHOUSE,ITEM:茶水:1,80,品茗
GATHER_INFO,ANY,,,15,BUILDING,TEAHOUSE,ITEM:情报:1,200,打探消息
WORK_TEAHOUSE,MERCHANT,,,,BUILDING,TEAHOUSE,ITEM:铜钱:8,180,经营茶馆
DRINK_WINE,ANY,,,15,BUILDING,TAVERN,ITEM:好酒:1,100,饮酒
EAT_MEAL,ANY,,,10,BUILDING,TAVERN,STAT:HUNGER_FULL,120,用膳
BREW_WINE,MERCHANT,,小麦:3,,BUILDING,TAVERN,ITEM:好酒:1,300,酿酒
BUY_HORSE,ANY,,,200,BUILDING,STABLE,ITEM:马匹:1,100,买马
SELL_HORSE,ANY,,马匹:1,,BUILDING,STABLE,ITEM:铜钱:150,80,卖马
TEND_HORSE,FARMER,,,,BUILDING,STABLE,ITEM:铜钱:6,200,喂马
FORGE_SPEAR,ARTISAN,,铁料:2,,BUILDING,SMITHY,ITEM:长枪:1,280,锻造长枪
FORGE_BLADE,ARTISAN,,铁料:3,,BUILDING,SMITHY,ITEM:大刀:1,350,锻造大刀
FORGE_SCALE,ARTISAN,,铁料:5,,BUILDING,SMITHY,ITEM:鳞甲:1,500,锻造鳞甲
FORGE_HELM,ARTISAN,,铁料:1,,BUILDING,SMITHY,ITEM:铁盔:1,150,锻造铁盔
REPAIR_WEAPON,ANY,,,20,BUILDING,SMITHY,ACTION:REPAIR,150,修理兵器
WEAVE_SILK,ARTISAN,,,,BUILDING,WEAVING,ITEM:丝绸:1,350,织造丝绸
MAKE_SILKROBE,ARTISAN,,丝绸:1,,BUILDING,WEAVING,ITEM:丝衣:1,200,缝制丝衣
MAKE_CLOAK,ARTISAN,,羊毛:2,,BUILDING,WEAVING,ITEM:斗篷:1,180,织造斗篷
MAKE_BRICK,ARTISAN,,泥土:2,,BUILDING,KILN,ITEM:砖瓦:1,200,烧砖
MAKE_CERAMIC,ARTISAN,,泥土:3,,BUILDING,KILN,ITEM:瓷器:1,400,烧瓷
MAKE_JEWELRY,ARTISAN,,玉器:1,,BUILDING,JEWELER,ITEM:首饰:1,300,制作首饰
SELL_JEWELRY,MERCHANT,,首饰:1,,BUILDING,JEWELER,ITEM:铜钱:40,80,售卖首饰
BUY_MEDICINE,ANY,,,20,BUILDING,PHARMACY,ITEM:伤药:1,60,买药
MAKE_MEDICINE,SCHOLAR,,草药:2,,BUILDING,PHARMACY,ITEM:伤药:1,200,制药
MAKE_MEDWINE,SCHOLAR,,草药:3,,BUILDING,PHARMACY,ITEM:药酒:1,350,泡制药酒
WORK_PHARMACY,SCHOLAR,,,,BUILDING,PHARMACY,ITEM:铜钱:10,250,坐堂问诊
READ_BOOK,ANY,,,5,BUILDING,LIBRARY,STAT:KNOWLEDGE_EXP,300,读书
COPY_BOOK,SCHOLAR,,,,BUILDING,LIBRARY,ITEM:书籍:1,400,抄书
COMPOSE_MUSIC,SCHOLAR,,,,BUILDING,LIBRARY,ITEM:琴谱:1,500,谱曲
MAKE_PILL,MONK,,草药:3,,BUILDING,TAOIST,ITEM:丹药:1,450,炼丹
DIVINE,MONK,,,10,BUILDING,TAOIST,ITEM:情报:1,150,卜卦
MAKE_INCENSE,MONK,,,,BUILDING,TAOIST,ITEM:香烛:2,180,制香
GAMBLE_SMALL,ANY,,,10,BUILDING,GAMBLING,ACTION:GAMBLE_SMALL,100,小赌怡情
GAMBLE_BIG,ANY,,,50,BUILDING,GAMBLING,ACTION:GAMBLE_BIG,150,豪赌
WORK_GAMBLING,MERCHANT,,,,BUILDING,GAMBLING,ITEM:铜钱:15,200,开设赌局
VISIT_BROTHEL,ANY,,,30,BUILDING,BROTHEL,STAT:MOOD_BOOST,200,寻欢作乐
PERFORM_SONG,DANCER,,,,BUILDING,BROTHEL,ITEM:铜钱:15,180,卖唱
BUY_STOLEN,ANY,,,30,BUILDING,BLACKMARKET,ITEM:玉器:1,100,收购赃物
SELL_STOLEN,ANY,,玉器:1,,BUILDING,BLACKMARKET,ITEM:铜钱:30,80,销赃
HIRE_THUG,ANY,,,80,BUILDING,BLACKMARKET,ACTION:HIRE_THUG,150,雇佣打手
BANDIT_REST,BANDIT,,,,BUILDING,BANDIT_LAIR,STAT:REST,200,歇脚
DIVIDE_LOOT,BANDIT,,,,BUILDING,BANDIT_LAIR,ITEM:铜钱:20,300,分赃
PLAN_RAID,BANDIT,,,,BUILDING,BANDIT_LAIR,ACTION:PLAN_RAID,400,谋划劫掠
HUNT,ANY,,,,BUILDING,HUNTING,ITEM:生肉:1,250,狩猎
SET_TRAP,ANY,,陷阱:1,,BUILDING,HUNTING,ITEM:皮革:1,300,设置陷阱
GATHER_HERB,ANY,,,,BUILDING,HUNTING,ITEM:草药:1,180,采药
MILL_WHEAT,FARMER,,小麦:2,,BUILDING,MILL,ITEM:馒头:2,150,磨面蒸馒头
MILL_RICE,FARMER,,稻米:1,,BUILDING,MILL,ITEM:米饭:1,100,蒸米饭
MAKE_NOODLE,FARMER,,小麦:2,,BUILDING,MILL,ITEM:面条:1,120,擀面条
RAISE_SHEEP,FARMER,,,,BUILDING,RANCH,ITEM:羊毛:1,300,牧羊
BUTCHER,FARMER,,,,BUILDING,RANCH,ITEM:生肉:2,250,宰杀牲畜
TAN_LEATHER,ARTISAN,,皮革:2,,BUILDING,RANCH,ITEM:护臂:1,200,鞣制皮具
COOK_MEAT,生肉,,,,BUILDING,CAMPFIRE,ITEM:烤肉:1,150,烤肉
BOIL_WATER,ANY,,,,BUILDING,CAMPFIRE,ITEM:清水:1,60,烧水
BUILD_SMITHY,木材,8,铁料:3,,HUMAN,ANY,BUILDING:SMITHY,600,建造铁匠铺
BUILD_STABLE,木材,6,,,HUMAN,ANY,BUILDING:STABLE,500,建造马厩
BUILD_TEAHOUSE,木材,6,,,HUMAN,ANY,BUILDING:TEAHOUSE,450,建造茶馆
BUILD_PHARMACY,木材,5,,,HUMAN,ANY,BUILDING:PHARMACY,400,建造药铺
BUILD_MILL,木材,5,石料:2,,HUMAN,ANY,BUILDING:MILL,450,建造磨坊
# ========== 原材料获取 ==========
GATHER_MUD,ANY,,,,BUILDING,MINE,ITEM:泥土:1,80,挖土
GATHER_STICK,ANY,,,,BUILDING,TREE,ITEM:木棍:1,60,捡拾树枝
CRAFT_TRAP,ARTISAN,,绳索:1,,BUILDING,WORKSHOP,ITEM:陷阱:1,150,制作陷阱
BUY_RICE,ANY,,,6,BUILDING,GRAIN_SHOP,ITEM:稻米:1,40,买稻米
# ========== 职业专属配方 ==========
HUNT_GAME,HUNTER,,,,BUILDING,HUNTING,ITEM:生肉:1,200,狩猎
TRACK_ANIMAL,HUNTER,,,,BUILDING,HUNTING,ITEM:皮革:1,250,追踪猎物
SELL_PELT,HUNTER,,皮革:1,,BUILDING,MARKET,ITEM:铜钱:8,60,卖皮毛
FISH_POND,ANY,,,,BUILDING,FISHPOND,ITEM:生鱼:1,100,捕鱼,FISHERMAN
FISH_DEEP,ANY,,,,BUILDING,FISHPOND,ITEM:生鱼:2,180,深水捕捞,FISHERMAN
SELL_CATCH,FISHERMAN,,生鱼:2,,BUILDING,MARKET,ITEM:铜钱:12,60,卖鲜鱼,FISHERMAN
DIG_ORE,ANY,,,,BUILDING,MINE,ITEM:铁料:1,200,挖矿,MINER
DIG_STONE,ANY,,,,BUILDING,MINE,ITEM:石料:1,150,采石,MINER
SELL_ORE,MINER,,铁料:1,,BUILDING,MARKET,ITEM:铜钱:8,50,卖矿石,MINER
CUT_TREE,ANY,,,,BUILDING,TREE,ITEM:木材:1,120,伐木,WOODCUTTER
PROCESS_WOOD,WOODCUTTER,,木材:1,,BUILDING,WORKSHOP,ITEM:木板:1,100,加工木板
SELL_LUMBER,WOODCUTTER,,木材:2,,BUILDING,MARKET,ITEM:铜钱:8,60,卖木材
# ========== 食品销售/消费 ==========
SELL_FOOD_BERRY,ANY,,烤果:1,,BUILDING,MARKET,ITEM:铜钱:4,40,卖烤果
SELL_FOOD_FISH,ANY,,烤鱼:1,,BUILDING,MARKET,ITEM:铜钱:8,40,卖烤鱼
SELL_FOOD_MEAT,ANY,,烤肉:1,,BUILDING,MARKET,ITEM:铜钱:10,40,卖烤肉
SELL_FOOD_BUN,ANY,,馒头:1,,BUILDING,MARKET,ITEM:铜钱:6,40,卖馒头
SELL_FOOD_NOODLE,ANY,,面条:1,,BUILDING,MARKET,ITEM:铜钱:8,40,卖面条
SELL_FOOD_RICE,ANY,,米饭:1,,BUILDING,MARKET,ITEM:铜钱:5,40,卖米饭
EAT_BERRY,ANY,,烤果:1,,HUMAN,ANY,STAT:HUNGER_FULL,30,吃烤果
EAT_FISH,ANY,,烤鱼:1,,HUMAN,ANY,STAT:HUNGER_FULL,30,吃烤鱼
EAT_MEAT,ANY,,烤肉:1,,HUMAN,ANY,STAT:HUNGER_FULL,30,吃烤肉
EAT_BUN,ANY,,馒头:1,,HUMAN,ANY,STAT:HUNGER_FULL,30,吃馒头
# ========== 装备销售 ==========
SELL_CLOTH,ANY,,粗布衣:1,,BUILDING,MARKET,ITEM:铜钱:15,60,卖布衣
SELL_PADDED,ANY,,棉袄:1,,BUILDING,MARKET,ITEM:铜钱:25,60,卖棉袄
SELL_CLOAK,ANY,,斗篷:1,,BUILDING,MARKET,ITEM:铜钱:30,60,卖斗篷
SELL_SILK_ROBE,ANY,,丝衣:1,,BUILDING,MARKET,ITEM:铜钱:50,60,卖丝衣
SELL_BRACER,ANY,,护臂:1,,BUILDING,MARKET,ITEM:铜钱:20,60,卖护臂
SELL_HELM,ANY,,铁盔:1,,BUILDING,MARKET,ITEM:铜钱:30,60,卖铁盔
SELL_MAIL,ANY,,锁子甲:1,,BUILDING,MARKET,ITEM:铜钱:80,60,卖锁甲
SELL_SCALE,ANY,,鳞甲:1,,BUILDING,MARKET,ITEM:铜钱:100,60,卖鳞甲
SELL_SPEAR,ANY,,长枪:1,,BUILDING,MARKET,ITEM:铜钱:50,60,卖长枪
SELL_BLADE,ANY,,大刀:1,,BUILDING,MARKET,ITEM:铜钱:70,60,卖大刀
# ========== 其他物品销售/消费 ==========
SELL_BOOK,ANY,,书籍:1,,BUILDING,MARKET,ITEM:铜钱:25,60,卖书籍
SELL_MUSIC,ANY,,琴谱:1,,BUILDING,MARKET,ITEM:铜钱:35,60,卖琴谱
SELL_PILL,ANY,,丹药:1,,BUILDING,MARKET,ITEM:铜钱:45,60,卖丹药
SELL_MEDICINE,ANY,,伤药:1,,BUILDING,MARKET,ITEM:铜钱:25,60,卖伤药
SELL_MEDWINE,ANY,,药酒:1,,BUILDING,MARKET,ITEM:铜钱:40,60,卖药酒
SELL_CERAMIC,ANY,,瓷器:1,,BUILDING,MARKET,ITEM:铜钱:50,60,卖瓷器
SELL_BRICK,ANY,,砖瓦:1,,BUILDING,MARKET,ITEM:铜钱:12,60,卖砖瓦
SELL_INCENSE,ANY,,香烛:1,,BUILDING,MARKET,ITEM:铜钱:8,60,卖香烛
SELL_WINE,ANY,,好酒:1,,BUILDING,MARKET,ITEM:铜钱:20,60,卖好酒
SELL_TEA,ANY,,茶水:1,,BUILDING,MARKET,ITEM:铜钱:8,60,卖茶水
SELL_WATER,ANY,,清水:1,,BUILDING,MARKET,ITEM:铜钱:3,40,卖清水
USE_MEDICINE,ANY,,伤药:1,,HUMAN,ANY,ACTION:HEAL,60,使用伤药
USE_MEDWINE,ANY,,药酒:1,,HUMAN,ANY,ACTION:HEAL,50,饮用药酒
USE_PILL,ANY,,丹药:1,,HUMAN,ANY,ACTION:HEAL,40,服用丹药
# ========== 孤立物品整合 ==========
CRAFT_BOW,ARTISAN,,木材:2,,BUILDING,WORKSHOP,ITEM:弓箭:1,250,制作弓箭
SELL_BOW,ANY,,弓箭:1,,BUILDING,MARKET,ITEM:铜钱:35,60,卖弓箭
CRAFT_ROPE,ARTISAN,,羊毛:1,,BUILDING,WEAVING,ITEM:绳索:1,100,搓绳
CRAFT_TORCH,ANY,,木棍:1,,BUILDING,CAMPFIRE,ITEM:火把:1,50,制作火把
BREW_CHEAP,FARMER,,小麦:1,,BUILDING,TAVERN,ITEM:浊酒:1,150,酿浊酒
DRINK_CHEAP,ANY,,,5,BUILDING,TAVERN,ITEM:浊酒:1,60,喝浊酒
USE_INFO,ANY,,情报:1,,HUMAN,ANY,STAT:KNOWLEDGE_EXP,100,分析情报
WRITE_DOC,OFFICIAL,,,,BUILDING,GOV_OFFICE,ITEM:公文:1,200,起草公文
READ_SCRIPTURE,MONK,,经文:1,,BUILDING,TEMPLE,STAT:KNOWLEDGE_EXP,300,诵读经文
COPY_SCRIPTURE,MONK,,,,BUILDING,TEMPLE,ITEM:经文:1,400,抄写经文
DICE_GAME,ANY,,骰子:1,,BUILDING,GAMBLING,ACTION:GAMBLE_SMALL,80,骰子赌博
CRAFT_DICE,ARTISAN,,石料:1,,BUILDING,WORKSHOP,ITEM:骰子:1,100,制骰子
THROW_DART,ANY,,飞镖:1,,NPC,ANY,STAT:COMBAT_EXP,50,练习飞镖
CRAFT_DART,ARTISAN,,铁料:1,,BUILDING,SMITHY,ITEM:飞镖:2,120,打制飞镖
MAKE_KNIFE,ARTISAN,,铁料:1,,BUILDING,SMITHY,ITEM:菜刀:1,80,打制菜刀
USE_CLUB,ANY,,木棒:1,,NPC,ANY,STAT:COMBAT_EXP,80,木棒训练
CRAFT_CLUB,ANY,,木材:1,,BUILDING,WORKSHOP,ITEM:木棒:1,60,削木棒
USE_PLANK,ANY,,木板:2,,BUILDING,HOUSE,STAT:REST,150,修缮房屋
# ========== 特殊钥匙/令牌 ==========
MAKE_KEY_JAIL,GUARD,,铁料:1,,BUILDING,JAIL,ITEM:牢房钥匙:1,200,打造牢房钥匙
USE_KEY_JAIL,GUARD,,牢房钥匙:1,,BUILDING,JAIL,ACTION:VISIT_PRISONER,30,开锁探监
MAKE_KEY_STORE,MERCHANT,,铁料:1,,BUILDING,GRANARY,ITEM:库房钥匙:1,200,打造库房钥匙
MAKE_PASS,OFFICIAL,,公文:1,,BUILDING,GATEHOUSE,ITEM:城门令牌:1,150,颁发令牌
USE_PASS_FREE,ANY,,城门令牌:1,,BUILDING,GATEHOUSE,ITEM:路引:1,10,使用令牌办路引
WRITE_LETTER,SCHOLAR,,,,BUILDING,SCHOOL,ITEM:密信:1,250,书写密信
SELL_LETTER,ANY,,密信:1,,BUILDING,BLACKMARKET,ITEM:铜钱:50,80,出售密信
PAWN_GET_TICKET,ANY,,玉器:1,,BUILDING,PAWNSHOP,ITEM:当票:1,60,典当获票
REDEEM_PAWN,ANY,,当票:1,,BUILDING,PAWNSHOP,ITEM:玉器:1,100,赎回典当
# ========== 职业服饰 ==========
TAILOR_MONK_ROBE,ARTISAN,,粗布衣:1,,BUILDING,WEAVING,ITEM:僧袍:1,180,缝制僧袍
TAILOR_OFFICIAL_ROBE,ARTISAN,,丝绸:2,,BUILDING,WEAVING,ITEM:官服:1,400,缝制官服
SELL_MONK_ROBE,ANY,,僧袍:1,,BUILDING,MARKET,ITEM:铜钱:20,60,卖僧袍
SELL_OFFICIAL_ROBE,ANY,,官服:1,,BUILDING,MARKET,ITEM:铜钱:80,60,卖官服
# ========== 最后的销售/使用配方 ==========
SELL_KNIFE_KITCHEN,ANY,,菜刀:1,,BUILDING,MARKET,ITEM:铜钱:12,40,卖菜刀
SELL_GRAIN_MARKET,ANY,,谷物:1,,BUILDING,MARKET,ITEM:铜钱:10,40,卖谷物
SELL_TORCH,ANY,,火把:1,,BUILDING,MARKET,ITEM:铜钱:5,30,卖火把
SELL_CHEAP_WINE,ANY,,浊酒:1,,BUILDING,MARKET,ITEM:铜钱:6,40,卖浊酒
USE_TORCH,ANY,,火把:1,,BUILDING,MINE,STAT:KNOWLEDGE_EXP,120,照明探索
USE_GRAIN,ANY,,谷物:1,,HUMAN,ANY,STAT:HUNGER_FULL,40,食用谷物
USE_KEY_STORE,MERCHANT,,库房钥匙:1,,BUILDING,GRANARY,ITEM:小麦:3,60,开库取粮
USE_PASS,ANY,,路引:1,,BUILDING,GATEHOUSE,STAT:MOOD_BOOST,30,出城通行
